source_id,original_title,canonical_filename,authority,document_type,source_tier,discovery_page_url,official_download_url,resolved_url,publication_date,effective_date,notification_number,gazette_reference,explicit_rule_references,file_size_bytes,sha256,download_timestamp,directory,status,duplicate_of,notes
SRC-PCR-AMD-2023-3,"The Legal Metrology (Packaged Commodities) (Amendment) Rules, 2023 dated 05.06.2023",2023-06-05__MOCA__RULES__LMPC_Amendment_Extension_2023.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2023.06.5%20amendment%20in%20amendment%20of%20PCR%20ext%20till%2030.6.2023_1732871791.pdf,https://consumeraffairs.gov.in/public/upload/files/2023.06.5%20amendment%20in%20amendment%20of%20PCR%20ext%20till%2030.6.2023_1732871791.pdf,2023-06-05,2023-06-05,G.S.R. 415(E),"Gazette of India, Extraordinary",G.S.R. 779(E) extension till 30.06.2023,883557,397c4ddb1b228e4b6547b8f53c229ca4c3785bcf324ffe4222f54dc115f5fb70,2026-09-04T15:00:31.144245+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2023,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-PCR-AMD-2023-4,"The Legal Metrology (Packaged Commodities) (Amendment) Rules, 2023 dated 23.06.2023",2023-06-23__MOCA__RULES__LMPC_Amendment_QR_Code_2023.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2023.6.23%20QR%20Code%20PCR%20amendment_1732871827.pdf,https://consumeraffairs.gov.in/public/upload/files/2023.6.23%20QR%20Code%20PCR%20amendment_1732871827.pdf,2023-06-23,2023-06-23,G.S.R. 458(E),"Gazette of India, Extraordinary",Rule 6(11) QR Code provisions,1091815,9907a586752b31fc374b4ebd6c30fe3c3cd38c313367adec7dc96b0548a5e6b6,2026-09-04T15:00:31.447223+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2023,DOWNLOADED,,Verified genuine official document. Page count: 3.
SRC-PCR-AMD-2023-5,"The Legal Metrology (Packaged Commodities) (Amendment) Rules, 2023 dated 28.06.2023",2023-06-28__MOCA__RULES__LMPC_Amendment_Extension_2023.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2023.6.28%20amendment%20in%20amendment%20of%20PCR%20ext%20till%2031.8.2023_1733228263.pdf,https://consumeraffairs.gov.in/public/upload/files/2023.6.28%20amendment%20in%20amendment%20of%20PCR%20ext%20till%2031.8.2023_1733228263.pdf,2023-06-28,2023-06-28,G.S.R. 468(E),"Gazette of India, Extraordinary",G.S.R. 779(E) extension till 31.08.2023,550122,8c3e04f8698509270bfecac47ebfbc20388e20eacb6e044a22ba9e96df18a37d,2026-09-04T15:00:31.706114+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2023,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-REAL-AMD-2023,"The Legal Metrology (Packaged Commodities) (Amendment) Rules, 2023 dated 30.08.2023",2023-08-30__MOCA__RULES__LMPC_Amendment_2023.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/248432_1732871904.pdf,https://consumeraffairs.gov.in/public/upload/files/248432_1732871904.pdf,2023-08-30,2023-09-01,G.S.R. 637(E),"Gazette of India, Extraordinary",G.S.R. 779(E) extension till 30.09.2023,472307,d297b06f02ac0a3f608757a7932987e85960dbdf7722b399ae2b070bd969c5d3,2026-09-04T15:00:31.954379+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2023,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-PCR-AMD-2023-7,"The Legal Metrology (Packaged Commodities) (Amendment) Rules, 2023 dated 30.09.2023",2023-09-30__MOCA__RULES__LMPC_Amendment_Extension_2023.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/Amendment%20of%20PCR%20ext%20till%2031.12.2023%20(1)_1732871950.pdf,https://consumeraffairs.gov.in/public/upload/files/Amendment%20of%20PCR%20ext%20till%2031.12.2023%20(1)_1732871950.pdf,2023-09-30,2023-10-01,G.S.R. 711(E),"Gazette of India, Extraordinary",G.S.R. 779(E) extension till 31.12.2023,904888,295e1be477f7773b2f0c76a6526b025488499222e28b7c255b0364b9366cc5d6,2026-09-04T15:00:32.216817+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2023,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-PCR-AMD-2023-8,"The Legal Metrology (Packaged Commodities) (Amendment) Rules, 2023 dated 06.10.2023",2023-10-06__MOCA__RULES__LMPC_Amendment_2023.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2023.10.6%20amendment%20in%20PCR_1732871982.pdf,https://consumeraffairs.gov.in/public/upload/files/2023.10.6%20amendment%20in%20PCR_1732871982.pdf,2023-10-06,2024-01-01,G.S.R. 720(E),"Gazette of India, Extraordinary",Loose commodities & spare parts declarations,1203549,c879c63b5b51e349c36a4e2a21837d0d7e5dfba11705256b83bcafd3c81325f5,2026-09-04T15:00:32.573330+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2023,DOWNLOADED,,Verified genuine official document. Page count: 5.
SRC-REAL-AMD-2025,"Legal Metrology (Packaged Commodities) (Amendment) Rules, 2025 dated 24.10.2025",2025-10-24__MOCA__RULES__LMPC_Amendment_2025.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/267107_1761404707.pdf,https://consumeraffairs.gov.in/public/upload/files/267107_1761404707.pdf,2025-10-24,2026-01-01,G.S.R. 770(E),"Gazette of India, Extraordinary","Rule 6, Rule 26",1251662,39753ec4c00f95c35083453b16f2d2beb14a0ca04da68437aae30bedcfa1107c,2026-09-04T15:00:32.833491+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2025,DOWNLOADED,,Verified genuine official document. Page count: 3.
SRC-PCR-AMD-2025-2,"The Legal Metrology (Packaged Commodities) Second (Amendment) Rules, 2025 (Pan Masala)",2025-12-02__MOCA__RULES__LMPC_2nd_Amendment_2025.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2nd%20PCR%20Pan%20Masala_1764736734.pdf,https://consumeraffairs.gov.in/public/upload/files/2nd%20PCR%20Pan%20Masala_1764736734.pdf,2025-12-02,2026-03-01,G.S.R. 885(E),"Gazette of India, Extraordinary","Rule 6, Standard pack sizes pan masala",549458,167895c9fce5472ecfa843e93fac4a7dfd8b715f9f9a9c31c788bdd8df3ebc6e,2026-09-04T15:00:33.101318+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2025,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-REAL-AMD-2026,"Legal Metrology (Packaged Commodities) Amendment Rules, 2026 (COO Filter on e-commerce)",2026-02-13__MOCA__RULES__LMPC_Amendment_2026.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2026.02.13%20PCR%201st%20COO%20Filter%20on%20e-commerce%20websites_1771231030.pdf,https://consumeraffairs.gov.in/public/upload/files/2026.02.13%20PCR%201st%20COO%20Filter%20on%20e-commerce%20websites_1771231030.pdf,2026-02-13,2026-04-01,G.S.R. 110(E),"Gazette of India, Extraordinary, Part II, Section 3, Sub-section (i)",Rule 6(10) E-Commerce COO Search Filter,656329,f33b364a475165c4cb6705333405b507fa6eac2b9c78ad5f14ad3d90617ee660,2026-09-04T15:00:33.360927+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2026,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-PCR-AMD-2026-2,"Legal Metrology (Packaged Commodities) Second (Amendment) Rules, 2026 (COO from 1.7.2027)",2026-04-27__MOCA__RULES__LMPC_2nd_Amendment_2026.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2026.4.27%20PCR%202nd%20COO%20from%201.7.2027_1777348487.pdf,https://consumeraffairs.gov.in/public/upload/files/2026.4.27%20PCR%202nd%20COO%20from%201.7.2027_1777348487.pdf,2026-04-27,2027-07-01,G.S.R. Notification 27.04.2026,"Gazette of India, Extraordinary",Rule 6(10) COO Filter Commencement timeline,629077,33f197c759a5a57a071262db62214a2c11d5fce070b74708a79d36056b625e46,2026-09-04T15:00:33.622456+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2026,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-PCR-AMD-2026-3,"Legal Metrology (Packaged Commodities) Third (Amendment) Rules, 2026 dated 29.05.2026",2026-05-29__MOCA__RULES__LMPC_3rd_Amendment_2026.pdf,Ministry of Consumer Affairs,RULES_AMENDMENT,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/PCR_3rd_29May2026_1780376045.pdf,https://consumeraffairs.gov.in/public/upload/files/PCR_3rd_29May2026_1780376045.pdf,2026-05-29,2026-06-01,G.S.R. Notification 29.05.2026,"Gazette of India, Extraordinary","Rule 6, Rule 18",1244542,643230e3b84eae6a3dfdd0417873ab9ba5687228cc724b08ac7d61a4b77dbefa,2026-09-04T15:00:33.913772+00:00,03_PACKAGED_COMMODITIES_AMENDMENTS/2026,DOWNLOADED,,Verified genuine official document. Page count: 3.
SRC-GUIDELINES-2011-04,"Guidelines For Implementation of the Legal Metrology Act, 2009 and the Packaged Commodities Rules, 2011 dated 29.04.11",2011-04-29__MOCA__GUIDELINES__Implementation_Guidelines_LM_Act_PCR.pdf,Ministry of Consumer Affairs,GUIDELINES,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/advisory_pcr(1)_0%20(1)_1732860898.pdf,https://consumeraffairs.gov.in/public/upload/files/advisory_pcr(1)_0%20(1)_1732860898.pdf,2011-04-29,2011-04-29,WM-10(5)/2011,Official Circular,"Rules 6, 9, 18, 26 implementation",624995,721ecee26e321e94712b0d40683d18a78792fc4e1c667d9cb08f957bd0e607ec,2026-09-04T15:00:33.916576+00:00,05_OFFICIAL_FAQ_GUIDANCE,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-GUIDELINES-2011-09,"Guidelines For Implementation of the Legal Metrology Act, 2009 and the Packaged Commodities Rules, 2011 dated 30.09.11",2011-09-30__MOCA__GUIDELINES__Implementation_Guidelines_LM_Act_PCR.pdf,Ministry of Consumer Affairs,GUIDELINES,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/guidelines%20dt%2030_9_2011%20for%20PCR(1)_0%20(1)_1732860774.pdf,https://consumeraffairs.gov.in/public/upload/files/guidelines%20dt%2030_9_2011%20for%20PCR(1)_0%20(1)_1732860774.pdf,2011-09-30,2011-09-30,WM-10(5)/2011-Pt,Official Circular,Verification & inspection tolerances,447525,2d0483c0154a19a781c77a8acfb5433d37cb2263d6b3e1eebe6d88d416e547c2,2026-09-04T15:00:33.918147+00:00,05_OFFICIAL_FAQ_GUIDANCE,DOWNLOADED,,Verified genuine official document. Page count: 1.
SRC-ADVISORY-GARMENTS-2016,"The Legal Metrology (Packaged Commodities) Rules, 2011 - Advisory for enforcement of provisions for Readymade Garments / Hosiery",2016-12-16__MOCA__ADVISORY__Readymade_Garments_Hosiery_PCR.pdf,Ministry of Consumer Affairs,ADVISORY,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/LM_Advisory_for_Readymade_Garments_0_1732710356.pdf,https://consumeraffairs.gov.in/public/upload/files/LM_Advisory_for_Readymade_Garments_0_1732710356.pdf,2016-12-16,2016-12-16,WM-10(28)/2016,Official Advisory,"Rule 6, Rule 26 declarations for apparel",557732,fdc55f3d26b0c557226429c74f83a4a4c96343d2561e81bd17ea5d9fbc1ff5b3,2026-09-04T15:00:33.921112+00:00,05_OFFICIAL_FAQ_GUIDANCE,DOWNLOADED,,Verified genuine official document. Page count: 3.
SRC-ADVISORY-FUEL-2023,Advisory On Fuel Capacity of Car/Two Wheeler mention in the Service Manuals by Vehicle Manufacturers dated 06.03.2023,2023-03-06__MOCA__ADVISORY__Fuel_Capacity_Vehicle_Tank_PCR.pdf,Ministry of Consumer Affairs,ADVISORY,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2023.3.6%20Fuel%20capacity%20vehicle%20tank_1732871722.pdf,https://consumeraffairs.gov.in/public/upload/files/2023.3.6%20Fuel%20capacity%20vehicle%20tank_1732871722.pdf,2023-03-06,2023-03-06,I-10/7/2020-W&M,Official Advisory,Vehicle service manual declarations,370560,8f26fc1e6b509aacef2ad6757545265bbd66ff0050af29cbc3e3234b08ee2e5e,2026-09-04T15:00:33.923128+00:00,05_OFFICIAL_FAQ_GUIDANCE,DOWNLOADED,,Verified genuine official document. Page count: 1.
SRC-ADVISORY-FARMPROD-2023,"Advisory On Packages of agriculture farm produce upto 50kg under Legal Metrology (Packaged Commodities) Rules, 2011 dated 06.03.2023",2023-03-06__MOCA__ADVISORY__Agriculture_Farm_Produce_Upto_50kg_PCR.pdf,Ministry of Consumer Affairs,ADVISORY,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2023.3.6%20farm%20produce%20upto%2050%20kg%20as%20per%20PCR_1732871747.pdf,https://consumeraffairs.gov.in/public/upload/files/2023.3.6%20farm%20produce%20upto%2050%20kg%20as%20per%20PCR_1732871747.pdf,2023-03-06,2023-03-06,WM-10/12/2020,Official Advisory,"Rule 24, Rule 26 exemption threshold",347344,79ecb512744d059406e415c901115c8dfac629c46920012a4b578262e4957ed2,2026-09-04T15:00:33.924993+00:00,05_OFFICIAL_FAQ_GUIDANCE,DOWNLOADED,,Verified genuine official document. Page count: 1.
SRC-ADVISORY-MEDDEV-2023,"Provisions of the Legal Metrology (Packaged Commodities) Rules, 2011 on Medical Devices dated 10.07.2023",2023-07-10__MOCA__ADVISORY__Medical_Devices_Revision_Of_Prices_PCR.pdf,Ministry of Consumer Affairs,ADVISORY,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2023.7.10%20Medical%20Devices%20revision%20of%20prices_1733228304.pdf,https://consumeraffairs.gov.in/public/upload/files/2023.7.10%20Medical%20Devices%20revision%20of%20prices_1733228304.pdf,2023-07-10,2023-07-10,WM-10/18/2023,Official Advisory,"Rule 6, Rule 18(3) Medical device price stickering",411936,51cf787d3e2d4b9949a3161ef11a6e62d961714ac258e964a175f6302b3ce1a2,2026-09-04T15:00:33.926627+00:00,05_OFFICIAL_FAQ_GUIDANCE,DOWNLOADED,,Verified genuine official document. Page count: 1.
SRC-FAQ-DOCA-2025,Frequently Asked Questions on Legal Metrology (Official Comprehensive Edition),2025-11-20__MOCA__FAQ__Legal_Metrology_FAQ.pdf,Ministry of Consumer Affairs,FAQ,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/legal-metrology-overview,https://consumeraffairs.gov.in/public/upload/admin/cmsfiles/whatsnews/%E0%A4%B5%E0%A4%BF%E0%A4%A7%E0%A4%BF%E0%A4%95_%E0%A4%AE%E0%A4%BE%E0%A4%AA%E0%A4%B5%E0%A4%BF%E0%A4%9C%E0%A5%8D%E0%A4%9E%E0%A4%BE%E0%A4%A8_%E0%A4%AA%E0%A4%B0_%E0%A4%85%E0%A4%95%E0%A5%8D%E0%A4%B8%E0%A4%B0_%E0%A4%AA%E0%A5%82%E0%A4%9B%E0%A5%87_%E0%A4%9C%E0%A4%BE%E0%A4%A8%E0%A5%87_%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A5%87_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B6%E0%A5%8D%E0%A4%A8_whatsnews.pdf,https://consumeraffairs.gov.in/public/upload/admin/cmsfiles/whatsnews/%E0%A4%B5%E0%A4%BF%E0%A4%A7%E0%A4%BF%E0%A4%95_%E0%A4%AE%E0%A4%BE%E0%A4%AA%E0%A4%B5%E0%A4%BF%E0%A4%9C%E0%A5%8D%E0%A4%9E%E0%A4%BE%E0%A4%A8_%E0%A4%AA%E0%A4%B0_%E0%A4%85%E0%A4%95%E0%A5%8D%E0%A4%B8%E0%A4%B0_%E0%A4%AA%E0%A5%82%E0%A4%9B%E0%A5%87_%E0%A4%9C%E0%A4%BE%E0%A4%A8%E0%A5%87_%E0%A4%B5%E0%A4%BE%E0%A4%B2%E0%A5%87_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B6%E0%A5%8D%E0%A4%A8_whatsnews.pdf,2025-11-20,2025-11-20,DCA LM FAQ 2025,Official FAQ Publication,"Legal Metrology Act, PCR Rules, Mandatory Declarations, Net Quantity, MRP, USP",4700655,a1095f985cdb5ba62079aa103b10126c9e9d4364d2a8402103d00d15a79c54c0,2026-09-04T15:00:33.934180+00:00,05_OFFICIAL_FAQ_GUIDANCE,DOWNLOADED,,Verified genuine official document. Page count: 10.
SRC-GST-RULE33-PERM,GST revision - Permission by Central Govt under Rule 33 of PCR 2011 to relax provisions in Rule 18(3),2017-07-04__MOCA__GST__Permission_Rule_33_Relaxing_Rule_18_3.pdf,Ministry of Consumer Affairs,GST_ORDER,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/gst,https://consumeraffairs.gov.in/public/upload/admin/cmsfiles/whatsnews/GST_revision_-_Permission_by_Central_Govtunder_Rules_33_of_the_Legal_Metrology_Packaged_Commodities_Rules2011to_relax_provisions_contained_in_Rule_183_whatsnews.pdf,https://consumeraffairs.gov.in/public/upload/admin/cmsfiles/whatsnews/GST_revision_-_Permission_by_Central_Govtunder_Rules_33_of_the_Legal_Metrology_Packaged_Commodities_Rules2011to_relax_provisions_contained_in_Rule_183_whatsnews.pdf,2017-07-04,2017-07-04,WM-10(19)/2017,Official Order,"Rule 18(3), Rule 33",719790,b52576763c0c3b5885d40eacb3b7bdfdc7c948323af349015e88f6140cc389d7,2026-09-04T15:00:33.936862+00:00,05_OFFICIAL_FAQ_GUIDANCE/GST,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-GST-UNSOLD-MRP-PERM,Permission to declare revised retail sale price MRP on unsold stock due to change in GST rates,2017-11-17__MOCA__GST__Permission_Declare_Revised_MRP_Unsold_Stock.pdf,Ministry of Consumer Affairs,GST_ORDER,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/gst,https://consumeraffairs.gov.in/public/upload/admin/cmsfiles/whatsnews/Permission_to_the_manufacturers_or_packers_or_importers_of_pre-packaged_commodities_to_declare_the_revised_retail_sale_price_MRP_on_the_unsold_stock_-Change_in_GST_rates_of_GoodsServices_-_reg_whatsnews.pdf,https://consumeraffairs.gov.in/public/upload/admin/cmsfiles/whatsnews/Permission_to_the_manufacturers_or_packers_or_importers_of_pre-packaged_commodities_to_declare_the_revised_retail_sale_price_MRP_on_the_unsold_stock_-Change_in_GST_rates_of_GoodsServices_-_reg_whatsnews.pdf,2017-11-17,2017-11-17,WM-10(23)/2017,Official Order,"Rule 18(3), Rule 33 sticker declarations",604527,9d191bebb6fe514077205270f13bd800fe6a9d5ea06f75deed03e82801619a62,2026-09-04T15:00:33.938929+00:00,05_OFFICIAL_FAQ_GUIDANCE/GST,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-GST-IMPACT-UNSOLD,Impact of GST on unsold stock of pre-packaged commodities,2017-07-07__MOCA__GST__Impact_Of_GST_On_Unsold_Stock.pdf,Ministry of Consumer Affairs,GST_CIRCULAR,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/gst,https://consumeraffairs.gov.in/public/upload/files/Impact%20of%20GST%20on%20unsold%20stock%20of%20pre-packaged%20commodities_0_1733291448.pdf,https://consumeraffairs.gov.in/public/upload/files/Impact%20of%20GST%20on%20unsold%20stock%20of%20pre-packaged%20commodities_0_1733291448.pdf,2017-07-07,2017-07-07,WM-10(19)/2017-Impact,Official Advisory,Rule 18(3) MRP adjustments,365109,44ca821df97af26df13243ed36060da4e67ff574ae1d23d841ad121cc69c1508,2026-09-04T15:00:33.940885+00:00,05_OFFICIAL_FAQ_GUIDANCE/GST,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-GST-JOINT-CLARIF,Press release on joint clarification by Department of Revenue and Department of Consumer Affairs,2017-07-18__MOCA__GST__Joint_Clarification_DoR_DoCA.pdf,Department of Revenue & Department of Consumer Affairs,GST_PRESS_RELEASE,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/gst,https://consumeraffairs.gov.in/public/upload/files/Presss_release_on_joint_clarification_by_DoR_and_DoCA%20(1)_0%20(1)_1733291519.pdf,https://consumeraffairs.gov.in/public/upload/files/Presss_release_on_joint_clarification_by_DoR_and_DoCA%20(1)_0%20(1)_1733291519.pdf,2017-07-18,2017-07-18,Joint Clarification DoR-DoCA,Official Press Release,Packaging MRP stickering & invoice declaration,103347,ae1e94941565cb5d8bf1c6e4f4254274ce3e19d31f59b07c838bb665627ab043,2026-09-04T15:00:33.954107+00:00,05_OFFICIAL_FAQ_GUIDANCE/GST,DOWNLOADED,,Verified genuine official document. Page count: 1.
SRC-GST-FAQS,Official Frequently Asked Questions on GST and Legal Metrology,2017-07-20__MOCA__GST__Legal_Metrology_GST_FAQs.pdf,Ministry of Consumer Affairs,FAQ,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/gst,https://consumeraffairs.gov.in/public/upload/files/GST_FAQs_0_1733291540.pdf,https://consumeraffairs.gov.in/public/upload/files/GST_FAQs_0_1733291540.pdf,2017-07-20,2017-07-20,DCA GST FAQ 2017,Official Guidance,"Rule 18(3), Rule 33, Stickering, Dual stamping",34734,768f61dafad8ac8580ee0ca460cdf7831d65106896b5ef991c1f0397ca930509,2026-09-04T15:00:33.983802+00:00,05_OFFICIAL_FAQ_GUIDANCE/GST,DOWNLOADED,,Verified genuine official document. Page count: 2.
SRC-GST-NOTIF-16NOV,Notification dated 16 November 2017 regarding revised MRP on pre-packaged commodities,2017-11-16__MOCA__GST__Notification_MRP_Revision.pdf,Ministry of Consumer Affairs,NOTIFICATION,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/gst,https://consumeraffairs.gov.in/public/upload/files/Notification_16Nov2017_0_1733291571.pdf,https://consumeraffairs.gov.in/public/upload/files/Notification_16Nov2017_0_1733291571.pdf,2017-11-16,2017-11-16,WM-10(23)/2017-Notif,Official Notification,"Rule 18(3), Rule 33",349662,31e88334bfaaafa1400b33916a8cf57f348fb5c4c748642c91a73b969f922409,2026-09-04T15:00:33.987289+00:00,05_OFFICIAL_FAQ_GUIDANCE/GST,DOWNLOADED,,Verified genuine official document. Page count: 1.
SRC-GST-MRP-UNSOLD,MRP of Unsold Pre-packaged Commodities After Implementation of GST,2017-11-20__MOCA__GST__MRP_Unsold_Prepackaged_Commodities.pdf,Ministry of Consumer Affairs,GST_CIRCULAR,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/gst,https://consumeraffairs.gov.in/public/upload/files/MRP%20of%20Unsold%20Pre-packaged%20Commodities%20After%20Implementation%20of%20GST_1733291777.pdf,https://consumeraffairs.gov.in/public/upload/files/MRP%20of%20Unsold%20Pre-packaged%20Commodities%20After%20Implementation%20of%20GST_1733291777.pdf,2017-11-20,2017-11-20,WM-10(23)/2017-Clarif,Official Advisory,"Rule 18(3), Rule 33 stickering rules",2218720,1d4cca3b360fae6519712bbb1b56f7483b11aa5d8062519e9696e02f3d11781d,2026-09-04T15:00:34.490808+00:00,05_OFFICIAL_FAQ_GUIDANCE/GST,DOWNLOADED,,Verified genuine official document. Page count: 1.
SRC-ENFORCE-MODEL-RULES-2010,"The Model Draft Legal Metrology (Enforcement) Rules, 2010",2010-12-31__MOCA__RULES__Model_Draft_Legal_Metrology_Enforcement_Rules_2010.pdf,Ministry of Consumer Affairs,MODEL_RULES,TIER_1_PRIMARY_GOVERNMENT,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/9_1732872040.pdf,https://consumeraffairs.gov.in/public/upload/files/9_1732872040.pdf,2010-12-31,2011-04-01,Model Draft Rules Section 53,Central Model Rules for State Adoption,"Inspection, Seizure, Sampling, Compound Notice Forms, Schedules",640410,4b2150a857892425494375f5d1fe4cdfb12f755b3595f2e703f2346ea41401b1,2026-09-04T15:00:34.557570+00:00,06_OFFICIAL_ENFORCEMENT_INSPECTION,DOWNLOADED,,Verified genuine official document. Page count: 49.
SRC-SOP-EDIBLE-OIL-2023,Standard Operating Procedure for Determination of the Net Quantity of Commodities (Edible Oils & Fats) contained in any Package,2023-12-29__MOCA__SOP__Edible_Oils_Fats_Net_Quantity_Measurement.pdf,Ministry of Consumer Affairs,SOP,TIER_2_OFFICIAL_SUPPORTING,https://consumeraffairs.gov.in/pages/legal-metrology-act,https://consumeraffairs.gov.in/public/upload/files/2023.12.29%20Standard%20Operating%20Procedure%20for%20Edible%20oil%20&%20Fats%20Net%20Quantity%20Measurement%20signed%20copy_1732872010.pdf,https://consumeraffairs.gov.in/public/upload/files/2023.12.29%20Standard%20Operating%20Procedure%20for%20Edible%20oil%20&%20Fats%20Net%20Quantity%20Measurement%20signed%20copy_1732872010.pdf,2023-12-29,2023-12-29,SOP WM-10(28)/2023,Official Enforcement SOP,"Rule 11, Rule 24, Schedule III, Net quantity checking at 30°C",2348207,c1aeded56ff35bde5c2d44cfbde3f5c5a86f1905870a70e4ded4345438e048c0,2026-09-04T15:00:34.564451+00:00,06_OFFICIAL_ENFORCEMENT_INSPECTION,DOWNLOADED,,Verified genuine official document. Page count: 5.
